Date,Team,Player,Relinquished,Notes,EstimatedDaysOut,Year,Month,YearMonth,DurationCategory,InjuryKeyword,EstimatedDaysOutFromNotes,Injury_Start,Injury_End,Actual_Duration_Days,InSeason_Duration_Days,DayOfWeek
12/18/2017,Heat,James Johnson,James Johnson,bursitis in right ankle (DTD),,2017,December,2017-12,day-to-day,ankle,3,12/5/2016,12/12/2016,7,8,Monday
12/26/2017,Heat,James Johnson,James Johnson,bursitis in right ankle (DTD),,2017,December,2017-12,day-to-day,ankle,3,12/5/2016,12/12/2016,7,8,Tuesday
4/4/2018,Heat,James Johnson,James Johnson,placed on IL with sprained left ankle,,2018,April,2018-04,other / unspecified,ankle,,12/5/2016,12/12/2016,7,8,Wednesday
10/17/2018,Heat,James Johnson,James Johnson,placed on IL with sports hernia,,2018,October,2018-10,other / unspecified,Other,,12/5/2016,12/12/2016,7,8,Wednesday
12/30/2018,Heat,James Johnson,James Johnson,illness (DTD),,2018,December,2018-12,day-to-day,illness,3,12/5/2016,12/12/2016,7,8,Sunday
2/23/2019,Heat,James Johnson,James Johnson,placed on IL with sprained left shoulder,,2019,February,2019-02,other / unspecified,shoulder,,12/5/2016,12/12/2016,7,8,Saturday
10/23/2019,Heat,James Johnson,James Johnson,placed on IL for conditioning,,2019,October,2019-10,other / unspecified,Other,,12/5/2016,12/12/2016,7,8,Wednesday
11/12/2019,Heat,James Johnson,James Johnson,placed on IL with illness,,2019,November,2019-11,other / unspecified,illness,,12/5/2016,12/12/2016,7,8,Tuesday
11/25/2019,Heat,James Johnson,James Johnson,illness (DTD),,2019,November,2019-11,day-to-day,illness,3,12/5/2016,12/12/2016,7,8,Monday
12/10/2019,Heat,James Johnson,James Johnson,illness (DTD),,2019,December,2019-12,day-to-day,illness,3,12/5/2016,12/12/2016,7,8,Tuesday
12/30/2019,Heat,James Johnson,James Johnson,stomach illness (DTD),,2019,December,2019-12,day-to-day,illness,3,12/5/2016,12/12/2016,7,8,Monday
2/6/2021,Mavericks,James Johnson,James Johnson,left knee injury (DTD),,2021,February,2021-02,day-to-day,knee,3,2/6/2021,2/8/2021,2,3,Saturday
3/16/2021,Mavericks,James Johnson,James Johnson,placed on IL with NBA health and safety protocols,,2021,March,2021-03,other / unspecified,Other,,2/6/2021,2/8/2021,2,3,Tuesday
3/26/2021,Pelicans,James Johnson,James Johnson,placed on IL with NBA health and safety protocols,,2021,March,2021-03,other / unspecified,Other,,3/26/2021,3/27/2021,1,2,Friday
4/20/2021,Pelicans,James Johnson,James Johnson,placed on IL with strained right adductor,,2021,April,2021-04,other / unspecified,Other,,3/26/2021,3/27/2021,1,2,Tuesday
11/7/2021,Nets,James Johnson,James Johnson,sore left knee (DTD),,2021,November,2021-11,day-to-day,knee,3,11/7/2021,11/8/2021,1,2,Sunday
12/4/2021,Nets,James Johnson,James Johnson,sore left shoulder (DTD),,2021,December,2021-12,day-to-day,shoulder,3,11/7/2021,11/8/2021,1,2,Saturday
12/14/2021,Nets,James Johnson,James Johnson,placed on IL with NBA health and safety protocols,,2021,December,2021-12,other / unspecified,Other,,11/7/2021,11/8/2021,1,2,Tuesday
1/15/2022,Nets,James Johnson,James Johnson,placed on IL with illness,,2022,January,2022-01,other / unspecified,illness,,11/7/2021,11/8/2021,1,2,Saturday
2/17/2022,Nets,James Johnson,James Johnson,sore right wrist (DTD),,2022,February,2022-02,day-to-day,wrist,3,11/7/2021,11/8/2021,1,2,Thursday
4/4/2022,Nets,James Johnson,James Johnson,placed on IL with illness,,2022,April,2022-04,other / unspecified,illness,,11/7/2021,11/8/2021,1,2,Monday
12/5/2022,Pacers,James Johnson,James Johnson,placed on IL with right elbow injury,,2022,December,2022-12,other / unspecified,Other,,12/5/2022,12/7/2022,2,3,Monday
12/10/2022,Pacers,James Johnson,James Johnson,illness (DTD),,2022,December,2022-12,day-to-day,illness,3,12/5/2022,12/7/2022,2,3,Saturday
2/12/2024,Pacers,James Johnson,James Johnson,placed on IL with illness,,2024,February,2024-02,other / unspecified,illness,,12/5/2022,12/7/2022,2,3,Monday
3/12/2024,Pacers,James Johnson,James Johnson,illness (DTD),,2024,March,2024-03,day-to-day,illness,3,12/5/2022,12/7/2022,2,3,Tuesday
11/24/2015,Warriors,James McAdoo,James McAdoo,placed on IL,,2015,November,2015-11,other / unspecified,Other,,11/24/2015,11/28/2015,4,5,Tuesday
1/2/2016,Warriors,James McAdoo,James McAdoo,sprained toe on left foot (DTD),,2016,January,2016-01,day-to-day,foot,3,11/24/2015,11/28/2015,4,5,Saturday
1/4/2016,Warriors,James McAdoo,James McAdoo,sprained toe on left foot (DTD),,2016,January,2016-01,day-to-day,foot,3,11/24/2015,11/28/2015,4,5,Monday
1/5/2016,Warriors,James McAdoo,James McAdoo,sprained toe on left foot (DTD),,2016,January,2016-01,day-to-day,foot,3,11/24/2015,11/28/2015,4,5,Tuesday
1/13/2016,Warriors,James McAdoo,James McAdoo,placed on IL with sprained toe on left foot,,2016,January,2016-01,other / unspecified,foot,,11/24/2015,11/28/2015,4,5,Wednesday
4/7/2016,Warriors,James McAdoo,James McAdoo,placed on IL,,2016,April,2016-04,other / unspecified,Other,,11/24/2015,11/28/2015,4,5,Thursday
4/16/2016,Warriors,James McAdoo,James McAdoo,placed on IL,,2016,April,2016-04,other / unspecified,Other,,11/24/2015,11/28/2015,4,5,Saturday
5/9/2016,Warriors,James McAdoo,James McAdoo,placed on IL,,2016,May,2016-05,other / unspecified,Other,,11/24/2015,11/28/2015,4,5,Monday
6/2/2016,Warriors,James McAdoo,James McAdoo,placed on IL,,2016,June,2016-06,other / unspecified,Other,,11/24/2015,11/28/2015,4,5,Thursday
10/25/2016,Warriors,James McAdoo,James McAdoo,placed on IL,,2016,October,2016-10,other / unspecified,Other,,11/24/2015,11/28/2015,4,5,Tuesday
11/10/2016,Warriors,James McAdoo,James McAdoo,placed on IL,,2016,November,2016-11,other / unspecified,Other,,11/24/2015,11/28/2015,4,5,Thursday
11/19/2016,Warriors,James McAdoo,James McAdoo,placed on IL,,2016,November,2016-11,other / unspecified,Other,,11/24/2015,11/28/2015,4,5,Saturday
11/23/2016,Warriors,James McAdoo,James McAdoo,placed on IL,,2016,November,2016-11,other / unspecified,Other,,11/24/2015,11/28/2015,4,5,Wednesday
11/28/2016,Warriors,James McAdoo,James McAdoo,placed on IL,,2016,November,2016-11,other / unspecified,Other,,11/24/2015,11/28/2015,4,5,Monday
12/3/2016,Warriors,James McAdoo,James McAdoo,placed on IL,,2016,December,2016-12,other / unspecified,Other,,11/24/2015,11/28/2015,4,5,Saturday
12/8/2016,Warriors,James McAdoo,James McAdoo,placed on IL,,2016,December,2016-12,other / unspecified,Other,,11/24/2015,11/28/2015,4,5,Thursday
12/13/2016,Warriors,James McAdoo,James McAdoo,placed on IL,,2016,December,2016-12,other / unspecified,Other,,11/24/2015,11/28/2015,4,5,Tuesday
12/20/2016,Warriors,James McAdoo,James McAdoo,placed on IL,,2016,December,2016-12,other / unspecified,Other,,11/24/2015,11/28/2015,4,5,Tuesday
12/23/2016,Warriors,James McAdoo,James McAdoo,placed on IL,,2016,December,2016-12,other / unspecified,Other,,11/24/2015,11/28/2015,4,5,Friday
1/4/2017,Warriors,James McAdoo,James McAdoo,placed on IL,,2017,January,2017-01,other / unspecified,Other,,11/24/2015,11/28/2015,4,5,Wednesday
1/12/2017,Warriors,James McAdoo,James McAdoo,placed on IL,,2017,January,2017-01,other / unspecified,Other,,11/24/2015,11/28/2015,4,5,Thursday
1/18/2017,Warriors,James McAdoo,James McAdoo,placed on IL,,2017,January,2017-01,other / unspecified,Other,,11/24/2015,11/28/2015,4,5,Wednesday
10/18/2017,76Ers,James McAdoo,James McAdoo,placed on IL,,2017,October,2017-10,other / unspecified,Other,,10/18/2017,10/21/2017,3,4,Wednesday
10/23/2017,76Ers,James McAdoo,James McAdoo,placed on IL,,2017,October,2017-10,other / unspecified,Other,,10/18/2017,10/21/2017,3,4,Monday
10/30/2017,76Ers,James McAdoo,James McAdoo,placed on IL,,2017,October,2017-10,other / unspecified,Other,,10/18/2017,10/21/2017,3,4,Monday
11/15/2017,76Ers,James McAdoo,James McAdoo,placed on IL,,2017,November,2017-11,other / unspecified,Other,,10/18/2017,10/21/2017,3,4,Wednesday
12/2/2017,76Ers,James McAdoo,James McAdoo,placed on IL,,2017,December,2017-12,other / unspecified,Other,,10/18/2017,10/21/2017,3,4,Saturday
12/28/2017,76Ers,James McAdoo,James McAdoo,placed on IL,,2017,December,2017-12,other / unspecified,Other,,10/18/2017,10/21/2017,3,4,Thursday
1/17/2018,Nets,James Webb III,James Webb III,placed on IL,,2018,January,2018-01,other / unspecified,Other,,1/17/2018,1/27/2018,10,11,Wednesday
2/26/2018,Nets,James Webb III,James Webb III,placed on IL,,2018,February,2018-02,other / unspecified,Other,,1/17/2018,1/27/2018,10,11,Monday
2/1/2021,Warriors,James Wiseman,James Wiseman,sprained left wrist (DTD),,2021,February,2021-02,day-to-day,wrist,3,2/1/2021,2/23/2021,22,23,Monday
3/17/2021,Warriors,James Wiseman,James Wiseman,placed on IL with NBA health and safety protocols,,2021,March,2021-03,other / unspecified,Other,,2/1/2021,2/23/2021,22,23,Wednesday
4/11/2021,Warriors,James Wiseman,James Wiseman,placed on IL with torn meniscus in right knee (out for season),,2021,April,2021-04,out for season,knee,180,2/1/2021,2/23/2021,22,23,Sunday
4/15/2021,Warriors,James Wiseman,James Wiseman,surgery on right knee to repair torn meniscus (out indefinitely),,2021,April,2021-04,indefinitely,knee,30,2/1/2021,2/23/2021,22,23,Thursday
10/18/2021,Warriors,James Wiseman,James Wiseman,placed on IL with recovering from surgery on right knee to repair torn meniscus (out for season),,2021,October,2021-10,out for season,knee,180,2/1/2021,2/23/2021,22,23,Monday
1/2/2023,Warriors,James Wiseman,James Wiseman,sprained left ankle (DTD),,2023,January,2023-01,day-to-day,ankle,3,2/1/2021,2/23/2021,22,23,Monday
1/7/2023,Warriors,James Wiseman,James Wiseman,placed on IL with sprained left ankle,,2023,January,2023-01,other / unspecified,ankle,,2/1/2021,2/23/2021,22,23,Saturday
10/24/2024,Pacers,James Wiseman,James Wiseman,placed on IL with torn Achilles tendon,,2024,October,2024-10,other / unspecified,achilles,,10/24/2024,6/15/2025,234,235,Thursday
10/28/2015,Celtics,James Young,James Young,placed on IL,,2015,October,2015-10,other / unspecified,Other,,10/28/2015,11/10/2015,13,14,Wednesday
11/13/2015,Celtics,James Young,James Young,placed on IL,,2015,November,2015-11,other / unspecified,Other,,10/28/2015,11/10/2015,13,14,Friday
1/24/2016,Celtics,James Young,James Young,placed on IL,,2016,January,2016-01,other / unspecified,Other,,10/28/2015,11/10/2015,13,14,Sunday
2/7/2016,Celtics,James Young,James Young,placed on IL,,2016,February,2016-02,other / unspecified,Other,,10/28/2015,11/10/2015,13,14,Sunday
2/25/2016,Celtics,James Young,James Young,placed on IL with strained calf,,2016,February,2016-02,other / unspecified,calf,,10/28/2015,11/10/2015,13,14,Thursday
3/31/2016,Celtics,James Young,James Young,placed on IL,,2016,March,2016-03,other / unspecified,Other,,10/28/2015,11/10/2015,13,14,Thursday
4/8/2016,Celtics,James Young,James Young,placed on IL,,2016,April,2016-04,other / unspecified,Other,,10/28/2015,11/10/2015,13,14,Friday
4/13/2016,Celtics,James Young,James Young,placed on IL,,2016,April,2016-04,other / unspecified,Other,,10/28/2015,11/10/2015,13,14,Wednesday
12/5/2016,Celtics,James Young,James Young,placed on IL with illness,,2016,December,2016-12,other / unspecified,illness,,10/28/2015,11/10/2015,13,14,Monday
12/20/2016,Celtics,James Young,James Young,placed on IL,,2016,December,2016-12,other / unspecified,Other,,10/28/2015,11/10/2015,13,14,Tuesday
12/27/2016,Celtics,James Young,James Young,placed on IL,,2016,December,2016-12,other / unspecified,Other,,10/28/2015,11/10/2015,13,14,Tuesday
1/3/2017,Celtics,James Young,James Young,placed on IL with sprained right ankle,,2017,January,2017-01,other / unspecified,ankle,,10/28/2015,11/10/2015,13,14,Tuesday
1/7/2017,Celtics,James Young,James Young,placed on IL,,2017,January,2017-01,other / unspecified,Other,,10/28/2015,11/10/2015,13,14,Saturday
3/8/2017,Celtics,James Young,James Young,placed on IL with bruised tailbone / sore lower back,,2017,March,2017-03,other / unspecified,back,,10/28/2015,11/10/2015,13,14,Wednesday
4/8/2017,Celtics,James Young,James Young,illness (DTD),,2017,April,2017-04,day-to-day,illness,3,10/28/2015,11/10/2015,13,14,Saturday
5/19/2017,Celtics,James Young,James Young,placed on IL,,2017,May,2017-05,other / unspecified,Other,,10/28/2015,11/10/2015,13,14,Friday
1/18/2018,76Ers,James Young,James Young,undisclosed (DTD),,2018,January,2018-01,day-to-day,Other,3,1/18/2018,1/20/2018,2,3,Thursday
2/2/2018,76Ers,James Young,James Young,placed on IL,,2018,February,2018-02,other / unspecified,Other,,1/18/2018,1/20/2018,2,3,Friday
3/22/2018,76Ers,James Young,James Young,placed on IL,,2018,March,2018-03,other / unspecified,Other,,1/18/2018,1/20/2018,2,3,Thursday
10/19/2017,Clippers,Jamil Wilson,Jamil Wilson,placed on IL with lower back spasms,,2017,October,2017-10,other / unspecified,back,,10/19/2017,11/17/2017,29,30,Thursday
1/4/2018,Clippers,Jamil Wilson,Jamil Wilson,placed on IL,,2018,January,2018-01,other / unspecified,Other,,10/19/2017,11/17/2017,29,30,Thursday
12/15/2024,Raptors,Jamison Battle,Jamison Battle,sprained left ankle (DTD),,2024,December,2024-12,day-to-day,ankle,3,2/27/2025,3/6/2025,7,8,Sunday
2/27/2025,Raptors,Jamison Battle,Jamison Battle,placed on IL with nasal fracture,,2025,February,2025-02,other / unspecified,Other,,2/27/2025,3/6/2025,7,8,Thursday
1/30/2022,Pistons,Jamorko Pickett,Jamorko Pickett,placed on IL with toe injury,,2022,January,2022-01,other / unspecified,toe,,1/30/2022,2/8/2022,9,10,Sunday
11/4/2023,Pacers,Jarace Walker,Jarace Walker,placed on IL with respiratory infection,,2023,November,2023-11,other / unspecified,Other,,11/4/2023,11/6/2023,2,3,Saturday
1/10/2024,Pacers,Jarace Walker,Jarace Walker,placed on IL with respiratory infection,,2024,January,2024-01,other / unspecified,Other,,11/4/2023,11/6/2023,2,3,Wednesday
2/12/2025,Pacers,Jarace Walker,Jarace Walker,placed on IL with sore lower back,,2025,February,2025-02,other / unspecified,back,,11/4/2023,11/6/2023,2,3,Wednesday
6/2/2025,Pacers,Jarace Walker,Jarace Walker,ankle injury (out for season),,2025,June,2025-06,out for season,ankle,180,11/4/2023,11/6/2023,2,3,Monday
12/14/2021,Jazz,Jared Butler,Jared Butler,placed on IL with sore right knee,,2021,December,2021-12,other / unspecified,knee,,12/14/2021,12/17/2021,3,4,Tuesday
1/10/2022,Jazz,Jared Butler,Jared Butler,placed on IL with NBA health and safety protocols,,2022,January,2022-01,other / unspecified,Other,,12/14/2021,12/17/2021,3,4,Monday
2/24/2022,Jazz,Jared Butler,Jared Butler,placed on IL with sprained right ankle,,2022,February,2022-02,other / unspecified,ankle,,12/14/2021,12/17/2021,3,4,Thursday
2/19/2016,Magic,Jared Cunningham,Jared Cunningham,placed on IL,,2016,February,2016-02,other / unspecified,Other,,2/19/2016,6/15/2016,117,118,Friday
11/27/2016,Suns,Jared Dudley,Jared Dudley,sore left foot (DTD),,2016,November,2016-11,day-to-day,foot,3,11/27/2016,11/30/2016,3,4,Sunday
1/16/2017,Suns,Jared Dudley,Jared Dudley,dizziness (DTD),,2017,January,2017-01,day-to-day,Other,3,11/27/2016,11/30/2016,3,4,Monday
1/24/2017,Suns,Jared Dudley,Jared Dudley,placed on IL with flu,,2017,January,2017-01,other / unspecified,Other,,11/27/2016,11/30/2016,3,4,Tuesday
2/1/2017,Suns,Jared Dudley,Jared Dudley,placed on IL with illness,,2017,February,2017-02,other / unspecified,illness,,11/27/2016,11/30/2016,3,4,Wednesday
6/28/2017,Suns,Jared Dudley,Jared Dudley,surgery to repair ligament and bone (out indefinitely),,2017,June,2017-06,indefinitely,surgery,30,11/27/2016,11/30/2016,3,4,Wednesday
10/18/2017,Suns,Jared Dudley,Jared Dudley,placed on IL recovering from surgery to repair ligament and bone in toe,,2017,October,2017-10,post-surgery,surgery,60,11/27/2016,11/30/2016,3,4,Wednesday
11/11/2017,Suns,Jared Dudley,Jared Dudley,placed on IL with sprained right knee,,2017,November,2017-11,other / unspecified,knee,,11/27/2016,11/30/2016,3,4,Saturday
1/2/2018,Suns,Jared Dudley,Jared Dudley,placed on IL with illness,,2018,January,2018-01,other / unspecified,illness,,11/27/2016,11/30/2016,3,4,Tuesday
3/30/2018,Suns,Jared Dudley,Jared Dudley,sore left ankle (DTD),,2018,March,2018-03,day-to-day,ankle,3,11/27/2016,11/30/2016,3,4,Friday
1/11/2019,Nets,Jared Dudley,Jared Dudley,placed on IL with left hamstring injury,,2019,January,2019-01,other / unspecified,hamstring,,1/11/2019,2/21/2019,41,42,Friday
4/15/2019,Nets,Jared Dudley,Jared Dudley,placed on IL with right calf injury,,2019,April,2019-04,other / unspecified,calf,,1/11/2019,2/21/2019,41,42,Monday
1/10/2021,Lakers,Jared Dudley,Jared Dudley,placed on IL with right calf injury,,2021,January,2021-01,other / unspecified,calf,,1/10/2021,2/12/2021,33,34,Sunday
3/12/2021,Lakers,Jared Dudley,Jared Dudley,placed on IL with right knee injury,,2021,March,2021-03,other / unspecified,knee,,1/10/2021,2/12/2021,33,34,Friday
10/28/2019,Suns,Jared Harper,Jared Harper,placed on IL,,2019,October,2019-10,other / unspecified,Other,,10/28/2019,2/2/2020,97,98,Monday
2/7/2020,Suns,Jared Harper,Jared Harper,placed on IL,,2020,February,2020-02,other / unspecified,Other,,10/28/2019,2/2/2020,97,98,Friday
2/10/2020,Suns,Jared Harper,Jared Harper,sprained right wrist (DTD),,2020,February,2020-02,day-to-day,wrist,3,10/28/2019,2/2/2020,97,98,Monday
12/26/2021,Pelicans,Jared Harper,Jared Harper,placed on IL,,2021,December,2021-12,other / unspecified,Other,,12/26/2021,12/26/2021,0,1,Sunday
12/14/2024,76Ers,Jared McCain,Jared McCain,surgery on left knee (out indefinitely),,2024,December,2024-12,indefinitely,knee,30,12/14/2024,6/15/2025,183,184,Saturday
3/30/2025,Raptors,Jared Rhoden,Jared Rhoden,placed on IL with hand injury,,2025,March,2025-03,other / unspecified,hand,,3/30/2025,4/1/2025,2,3,Sunday
4/11/2025,Raptors,Jared Rhoden,Jared Rhoden,shoulder injury (out for season),,2025,April,2025-04,out for season,shoulder,180,3/30/2025,4/1/2025,2,3,Friday
12/21/2015,Celtics,Jared Sullinger,Jared Sullinger,back spasms (DTD),,2015,December,2015-12,day-to-day,back,3,12/21/2015,12/23/2015,2,3,Monday
10/23/2016,Raptors,Jared Sullinger,Jared Sullinger,surgery on left foot to insert screw to repair stress fracture (out indefinitely),,2016,October,2016-10,indefinitely,foot,30,10/26/2016,1/18/2017,84,85,Sunday
10/26/2016,Raptors,Jared Sullinger,Jared Sullinger,placed on IL recovering from surgery on left foot to insert screw to repair stress fracture,,2016,October,2016-10,post-surgery,foot,60,10/26/2016,1/18/2017,84,85,Wednesday
2/28/2016,Wizards,Jarell Eddie,Jarell Eddie,placed on IL,,2016,February,2016-02,other / unspecified,Other,,2/28/2016,2/29/2016,1,2,Sunday
3/2/2016,Wizards,Jarell Eddie,Jarell Eddie,placed on IL,,2016,March,2016-03,other / unspecified,Other,,2/28/2016,2/29/2016,1,2,Wednesday
3/5/2016,Wizards,Jarell Eddie,Jarell Eddie,placed on IL,,2016,March,2016-03,other / unspecified,Other,,2/28/2016,2/29/2016,1,2,Saturday
3/14/2016,Wizards,Jarell Eddie,Jarell Eddie,placed on IL,,2016,March,2016-03,other / unspecified,Other,,2/28/2016,2/29/2016,1,2,Monday
3/19/2016,Wizards,Jarell Eddie,Jarell Eddie,placed on IL,,2016,March,2016-03,other / unspecified,Other,,2/28/2016,2/29/2016,1,2,Saturday
3/29/2016,Wizards,Jarell Eddie,Jarell Eddie,placed on IL,,2016,March,2016-03,other / unspecified,Other,,2/28/2016,2/29/2016,1,2,Tuesday
1/21/2018,Celtics,Jarell Eddie,Jarell Eddie,placed on IL,,2018,January,2018-01,other / unspecified,Other,,1/21/2018,1/23/2018,2,3,Sunday
3/9/2018,Bulls,Jarell Eddie,Jarell Eddie,placed on IL,,2018,March,2018-03,other / unspecified,Other,,3/9/2018,6/15/2018,98,99,Friday
10/28/2015,Grizzlies,Jarell Martin,Jarell Martin,placed on IL recovering from surgery on left foot to repair fracture,,2015,October,2015-10,post-surgery,foot,60,11/11/2015,12/13/2015,32,33,Wednesday
11/11/2015,Grizzlies,Jarell Martin,Jarell Martin,recovering from surgery on left foot to repair fracture (DTD) (P),,2015,November,2015-11,day-to-day,foot,3,11/11/2015,12/13/2015,32,33,Wednesday
1/8/2016,Grizzlies,Jarell Martin,Jarell Martin,bone bruise in left foot (DTD),,2016,January,2016-01,day-to-day,foot,3,11/11/2015,12/13/2015,32,33,Friday
2/5/2016,Grizzlies,Jarell Martin,Jarell Martin,placed on IL,,2016,February,2016-02,other / unspecified,Other,,11/11/2015,12/13/2015,32,33,Friday
4/22/2016,Grizzlies,Jarell Martin,Jarell Martin,sore left foot (out for season),,2016,April,2016-04,out for season,foot,180,11/11/2015,12/13/2015,32,33,Friday
10/24/2016,Grizzlies,Jarell Martin,Jarell Martin,bruised foot (DTD),,2016,October,2016-10,day-to-day,foot,3,11/11/2015,12/13/2015,32,33,Monday
11/2/2016,Grizzlies,Jarell Martin,Jarell Martin,sore foot (DTD),,2016,November,2016-11,day-to-day,foot,3,11/11/2015,12/13/2015,32,33,Wednesday
1/27/2017,Grizzlies,Jarell Martin,Jarell Martin,placed on IL,,2017,January,2017-01,other / unspecified,Other,,11/11/2015,12/13/2015,32,33,Friday
4/7/2017,Grizzlies,Jarell Martin,Jarell Martin,placed on IL,,2017,April,2017-04,other / unspecified,Other,,11/11/2015,12/13/2015,32,33,Friday
1/24/2018,Grizzlies,Jarell Martin,Jarell Martin,left knee injury (DTD),,2018,January,2018-01,day-to-day,knee,3,11/11/2015,12/13/2015,32,33,Wednesday
3/5/2018,Grizzlies,Jarell Martin,Jarell Martin,right knee injury (DTD),,2018,March,2018-03,day-to-day,knee,3,11/11/2015,12/13/2015,32,33,Monday
4/5/2018,Grizzlies,Jarell Martin,Jarell Martin,left ankle injury (out for season),,2018,April,2018-04,out for season,ankle,180,11/11/2015,12/13/2015,32,33,Thursday
2/1/2019,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,right quadricep injury (DTD),,2019,February,2019-02,day-to-day,quad,3,2/1/2019,2/3/2019,2,3,Friday
2/22/2019,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with right quadricep injury (out for season),,2019,February,2019-02,out for season,quad,180,2/1/2019,2/3/2019,2,3,Friday
11/4/2019,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with sore right knee,,2019,November,2019-11,other / unspecified,knee,,2/1/2019,2/3/2019,2,3,Monday
2/23/2020,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,sprained left knee (DTD),,2020,February,2020-02,day-to-day,knee,3,2/1/2019,2/3/2019,2,3,Sunday
2/24/2020,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with sprained left knee,,2020,February,2020-02,other / unspecified,knee,,2/1/2019,2/3/2019,2,3,Monday
8/4/2020,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,torn meniscus in left knee (out indefinitely),,2020,August,2020-08,indefinitely,knee,30,2/1/2019,2/3/2019,2,3,Tuesday
8/5/2020,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with torn meniscus in left knee (out for season),,2020,August,2020-08,out for season,knee,180,2/1/2019,2/3/2019,2,3,Wednesday
12/23/2020,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with left knee injury,,2020,December,2020-12,other / unspecified,knee,,2/1/2019,2/3/2019,2,3,Wednesday
4/24/2021,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with left knee injury,,2021,April,2021-04,other / unspecified,knee,,2/1/2019,2/3/2019,2,3,Saturday
4/29/2021,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with left knee injury,,2021,April,2021-04,other / unspecified,knee,,2/1/2019,2/3/2019,2,3,Thursday
5/4/2021,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with left knee injury,,2021,May,2021-05,other / unspecified,knee,,2/1/2019,2/3/2019,2,3,Tuesday
5/11/2021,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with left knee injury,,2021,May,2021-05,other / unspecified,knee,,2/1/2019,2/3/2019,2,3,Tuesday
5/14/2021,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with left knee injury,,2021,May,2021-05,other / unspecified,knee,,2/1/2019,2/3/2019,2,3,Friday
12/11/2021,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with sore left knee,,2021,December,2021-12,other / unspecified,knee,,2/1/2019,2/3/2019,2,3,Saturday
3/28/2022,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with right thigh injury,,2022,March,2022-03,other / unspecified,thigh,,2/1/2019,2/3/2019,2,3,Monday
4/1/2022,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with right thigh injury,,2022,April,2022-04,other / unspecified,thigh,,2/1/2019,2/3/2019,2,3,Friday
4/10/2022,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with left thigh injury,,2022,April,2022-04,other / unspecified,thigh,,2/1/2019,2/3/2019,2,3,Sunday
6/30/2022,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,surgery on right foot to repair stress fracture (out indefinitely),,2022,June,2022-06,indefinitely,foot,30,2/1/2019,2/3/2019,2,3,Thursday
10/17/2022,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with recovering from surgery on right foot to repair stress fracture,,2022,October,2022-10,post-surgery,foot,60,2/1/2019,2/3/2019,2,3,Monday
11/20/2022,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with right foot injury,,2022,November,2022-11,other / unspecified,foot,,2/1/2019,2/3/2019,2,3,Sunday
12/5/2022,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with right foot injury,,2022,December,2022-12,other / unspecified,foot,,2/1/2019,2/3/2019,2,3,Monday
2/2/2023,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with right thigh injury,,2023,February,2023-02,other / unspecified,thigh,,2/1/2019,2/3/2019,2,3,Thursday
3/29/2023,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with calf injury,,2023,March,2023-03,other / unspecified,calf,,2/1/2019,2/3/2019,2,3,Wednesday
4/9/2023,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with sore left elbow,,2023,April,2023-04,other / unspecified,Other,,2/1/2019,2/3/2019,2,3,Sunday
1/9/2024,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with bruised right knee,,2024,January,2024-01,other / unspecified,knee,,2/1/2019,2/3/2019,2,3,Tuesday
1/13/2024,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,bruised right knee (DTD),,2024,January,2024-01,day-to-day,knee,3,2/1/2019,2/3/2019,2,3,Saturday
2/3/2024,Grizzlies,Jaren Jackson Jr.,Jaren Jackson Jr.,placed on IL with sore right hip,,2024,February,2024-02,other / unspecified,hip,,2/1/2019,2/3/2019,2,3,Saturday
